,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
Alexander Mattison,70.4,86.9,127.89999999999999,88.4,,,,,,,,,,,,,
Devante Mays,,,3.1,,,,,,,,,,,,,,
Christian McCaffrey,230.60000000000002,389.5,469.20000000000005,90.4,127.50000000000001,358.36,,,,,,,,,,,
LeSean McCoy,158.5,299.2,330.4,205.3,332.6,205.4,180.7,296.29999999999995,265.6,127.2,122.6,28.200000000000003,,,,,
Darren McFadden,131.4,87.2,273.4,125.80000000000001,156.5,102.33999999999999,122.60000000000001,199.70000000000002,13.400000000000002,-0.2,,,,,,,
Anthony McFarland Jr.,22.700000000000003,2.4000000000000004,6.1,,,,,,,,,,,,,,
Elijah McGuire,,,78.2,89.9,,,,,,,,,,,,,
Jerick McKinnon,,94.30000000000001,83.4,146.4,180.1,,,126.2,35.900000000000006,196.3,,,,,,,
J.D. McKissic,,,3.8000000000000003,97.30000000000001,0.8,83.8,193.4,127.9,53.8,,,,,,,,
Sony Michel,,,141.10000000000002,154.6,75.30000000000001,148.3,24.900000000000002,,,,,,,,,,
Lamar Miller,41.5,125.9,229.4,233.89999999999998,193.10000000000002,193.5,174.60000000000002,,2.6,,,,,,,,
Elijah Mitchell,,,165.0,43.60000000000001,,,,,,,,,,,,,
Joe Mixon,145.3,243.4,225.39999999999998,101.60000000000001,296.14,239.5,,,,,,,,,,,
David Montgomery,,174.4,264.8,197.0,181.7,,,,,,,,,,,,
Ty Montgomery,,42.0,142.5,91.6,73.3,32.3,15.8,29.9,10.3,,,,,,,,
Alfred Morris,,,,258.0,186.3,187.9,96.60000000000001,40.4,72.2,70.10000000000001,0.4,40.699999999999996,,,,,
Zack Moss,,,101.6,107.2,66.5,,,,,,,,,,,,
Raheem Mostert,,,0.0,0.6000000000000001,3.0,40.6,169.2,101.69999999999999,2.0,170.3,,,,,,,
Marcus Murphy,,,,0.0,1.3,6.800000000000001,38.6,,,,,,,,,,
Latavius Murray,,,,85.7,206.8,210.20000000000002,157.5,129.9,157.2,136.20000000000002,103.6,152.2,,,,,
DeMarco Murray,,,146.0,150.4,260.1,361.1,188.4,297.8,173.5,,,,,,,,
Roosevelt Nix,,,3.6,2.5,14.6,8.200000000000001,2.4,,,,,,,,,,
Kene Nwangwu,,,11.0,5.5,,,,,,,,,,,,,
Dare Ogunbowale,,,0.0,0.0,77.3,29.9,50.1,48.7,,,,,,,,,
Branden Oliver,,,145.3,35.0,,16.9,,,,,,,,,,,
Devine Ozigbo,,,8.0,13.299999999999999,1.4000000000000001,1.7000000000000002,,,,,,,,,,,
Isiah Pacheco,,,139.0,,,,,,,,,,,,,,
Cordarrelle Patterson,,149.7,95.10000000000001,4.5,113.60000000000001,86.0,92.5,29.6,63.400000000000006,234.60000000000002,150.7,,,,,,
Jaret Patterson,,55.900000000000006,7.800000000000001,,,,,,,,,,,,,,
Rashaad Penny,,70.4,77.3,3.4000000000000004,121.7,52.2,,,,,,,,,,,
Elijhaa Penny,,,,32.2,15.5,6.800000000000001,5.5,33.9,,,,,,,,,
Samaje Perine,,112.50000000000001,6.7,1.6,65.7,83.2,142.10000000000002,,,,,,,,,,
Paul Perkins,,76.8,21.6,,4.800000000000001,,,,,,,,,,,,
Senorise Perry,,,0.9,,,4.3,0.0,1.4000000000000001,0.9,,,,,,,,
