,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
Colt McCoy,,,,102.94,193.01999999999998,10.66,-0.08000000000000007,72.88,10.82,,0.0,33.18000000000001,4.28,20.2,49.300000000000004,34.800000000000004,,,,,,,,,
Greg McElroy,,,,15.56,,,,,,,,,,,,,,,,,,,,,
Donovan McNabb,,,103.62,336.0,315.52,263.56,256.44,365.0,189.78,241.07999999999998,256.56,299.34,281.22,204.18,72.94,,,,,,,,,,
Steve McNair,,42.56,104.78,280.0,279.02,224.86,218.18,307.4,299.48,297.8,102.52,220.34,211.9,51.720000000000006,,,,,,,,,,,
Trace McSorley,,,,0.1,11.3,,12.580000000000002,,,,,,,,,,,,,,,,,,
Davis Mills,,,186.96,219.52,,,,,,,,,,,,,,,,,,,,,
Gardner Minshew II,,,279.24,198.66000000000003,41.660000000000004,44.81999999999999,,,,,,,,,,,,,,,,,,,
Matt Moore,,,37.7,,85.82000000000001,46.78,196.38,10.94,-1.88,0.6399999999999999,0.36000000000000004,70.74000000000001,49.339999999999996,,50.26,,,,,,,,,,
Nick Mullens,,,147.48,-0.30000000000000004,146.28000000000003,11.879999999999999,13.760000000000002,,,,,,,,,,,,,,,,,,
Kyler Murray,,323.28,438.74,348.48,224.52,,,,,,,,,,,,,,,,,,,,
Craig Nall,,,,-0.2,37.260000000000005,,,10.12,,,,,,,,,,,,,,,,,
Cam Newton,,412.34,367.46,347.65999999999997,292.98,467.08000000000004,292.26,343.48,326.6,20.68,276.98,94.36,,,,,,,,,,,,,
J.T. O'Sullivan,,,,,-0.2,,,6.92,107.62,2.8000000000000003,,,,,,,,,,,,,,,
Dan Orlovsky,,2.52,,,99.54,,0.0,76.53999999999999,2.04,0.0,,12.040000000000001,,,,,,,,,,,,,
Kyle Orton,,,107.16,,33.02,225.78,261.18000000000006,257.92,107.62,9.56,24.720000000000002,216.12,,,,,,,,,,,,,
Brock Osweiler,,-0.8200000000000001,4.0,8.08,138.78,200.98000000000002,75.92000000000002,79.97999999999999,,,,,,,,,,,,,,,,,
Carson Palmer,,,,,198.57999999999998,331.54,307.09999999999997,282.24,43.040000000000006,251.06,279.8,164.12,274.32000000000005,271.26000000000005,127.54000000000002,383.24,301.12,120.32000000000001,,,,,,,
Chad Pennington,,,,8.68,10.78,261.7,155.76,203.52,29.900000000000002,215.68,121.80000000000003,258.32,19.22,0.76,,,,,,,,,,,
Bryce Perkins,,,,,,17.44,,,,,,,,,,,,,,,,,,,
Nathan Peterman,,,14.379999999999999,14.84,,1.9,0.2,10.260000000000002,,,,,,,,,,,,,,,,,
Bryce Petty,,,,,38.26,27.26,,,,,,,,,,,,,,,,,,,
Kenny Pickett,,,,161.86,,,,,,,,,,,,,,,,,,,,,
Christian Ponder,,,148.02,238.20000000000002,129.02,12.48,,,,,,,,,,,,,,,,,,,
Dak Prescott,,,340.88,310.66,337.9,399.78000000000003,155.64000000000001,400.56000000000006,246.59999999999997,,,,,,,,,,,,,,,,
Terrelle Pryor,,0.0,30.5,161.52,,5.1000000000000005,211.44,50.0,53.1,,,,,,,,,,,,,,,,
Brock Purdy,,,132.26000000000002,,,,,,,,,,,,,,,,,,,,,,
Brady Quinn,,,1.8,30.82,106.16,,,48.24,,,,,,,,,,,,,,,,,
Patrick Ramsey,,,105.46000000000001,164.83999999999997,106.5,15.46,0.0,15.08,0.76,,,,,,,,,,,,,,,,
Tim Rattay,,,-0.26,0.5399999999999999,21.28,72.24000000000001,132.26,46.480000000000004,50.22,19.060000000000002,,,,,,,,,,,,,,,
Chris Redman,,,0.76,0.0,78.16,-1.2800000000000002,,,,94.75999999999999,,49.64,0.7000000000000001,4.92,,,,,,,,,,,
Desmond Ridder,,,46.72,,,,,,,,,,,,,,,,,,,,,,
Philip Rivers,,,6.82,2.5000000000000004,254.42,231.38,350.76,331.15999999999997,347.59999999999997,316.56000000000006,274.24,355.42,331.64,342.48,334.94,328.40000000000003,341.02,285.5,287.96,,,,,,
